name,year,selling_price,price,transmission,owner
Mahindra XUV500 W10 1.99 mHawk,2016,1165000,76890,Manual,First Owner
Mahindra XUV500 W10 1.99 mHawk,2018,1400000,92400,Manual,First Owner
Mahindra XUV500 W10 2WD,2017,1625000,107250,Manual,First Owner
Mahindra XUV500 W10 2WD,2015,1100000,72600,Manual,First Owner
Mahindra XUV500 W10 2WD,2016,1175000,77550,Manual,First Owner
Mahindra XUV500 W10 2WD,2018,1500000,99000,Manual,First Owner
Mahindra XUV500 W10 AWD,2019,1800000,118800,Manual,First Owner
Mahindra XUV500 W11 BSIV,2019,1550000,102300,Manual,First Owner
Mahindra XUV500 W11 Option AWD,2019,1700000,112200,Manual,First Owner
Mahindra XUV500 W11 Option BSIV,2018,1700000,112200,Manual,First Owner
Mahindra XUV500 W4,2015,650000,42900,Manual,First Owner
Mahindra XUV500 W4,2018,1050000,69300,Manual,First Owner
Mahindra XUV500 W4,2016,1025000,67650,Manual,First Owner
Mahindra XUV500 W5 BSIV,2018,1200000,79200,Manual,First Owner
Mahindra XUV500 W6 2WD,2014,810000,53460,Manual,First Owner
Mahindra XUV500 W6 2WD,2015,850000,56100,Manual,First Owner
Mahindra XUV500 W6 2WD,2012,500000,33000,Manual,First Owner
Mahindra XUV500 W6 2WD,2011,475000,31350,Manual,First Owner
Mahindra XUV500 W6 2WD,2016,1000000,66000,Manual,First Owner
Mahindra XUV500 W6 2WD,2017,1150000,75900,Manual,First Owner
Mahindra XUV500 W7,2020,830000,54780,Manual,First Owner
Mahindra XUV500 W7 BSIV,2018,1100000,72600,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,535000,35310,Manual,First Owner
Mahindra XUV500 W8 2WD,2015,850000,56100,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,550000,36300,Manual,First Owner
Mahindra XUV500 W8 4WD,2014,800000,52800,Manual,First Owner
Mahindra XUV500 W8 AWD,2013,600000,39600,Manual,First Owner
Mahindra XUV500 W8 AWD,2014,825000,54450,Manual,First Owner
Mahindra XUV500 W8 AWD,2015,1050000,69300,Manual,First Owner
Mahindra XUV500 W9 2WD,2018,1530000,100980,Manual,First Owner
Mahindra XUV500 W9 BSIV,2019,1575000,103950,Manual,First Owner
Mahindra XUV500 W9 BSIV,2018,1475000,97350,Manual,First Owner
Mahindra Xylo D2,2011,250000,16500,Manual,First Owner
Mahindra Xylo D2,2010,300000,19800,Manual,First Owner
Mahindra Xylo D2 BS III,2015,400000,26400,Manual,First Owner
Mahindra Xylo D2 BS IV,2011,200000,13200,Manual,First Owner
Mahindra Xylo D2 BSIV,2012,250000,16500,Manual,First Owner
Mahindra Xylo D2 BSIV,2014,280000,18480,Manual,First Owner
Mahindra Xylo D2 Maxx,2015,650000,42900,Manual,First Owner
Mahindra Xylo D4,2014,310000,20460,Manual,First Owner
Mahindra Xylo D4,2018,650000,42900,Manual,First Owner
Mahindra Xylo D4 BSIII,2013,200000,13200,Manual,First Owner
Mahindra Xylo D4 BSIII,2012,250000,16500,Manual,First Owner
Mahindra Xylo E4,2009,150000,9900,Manual,First Owner
Mahindra Xylo E4,2011,240000,15840,Manual,First Owner
Mahindra Xylo E4,2010,300000,19800,Manual,First Owner
Mahindra Xylo E4 8S,2010,265000,17490,Manual,First Owner
Mahindra Xylo E4 ABS BS IV,2012,320000,21120,Manual,First Owner
Mahindra Xylo E4 BS III,2014,390000,25740,Manual,First Owner
Mahindra Xylo E4 BS IV,2010,229999,15180,Manual,First Owner
Mahindra Xylo E8 ABS Airbag,2011,600000,39600,Manual,First Owner
Mahindra Xylo E8 ABS Airbag BSIV,2012,700000,46200,Manual,First Owner
Mahindra Xylo E8 BS4,2010,300000,19800,Manual,First Owner
Maruti 800 AC,2012,100000,6600,Manual,First Owner
Maruti 800 AC,2007,90000,5940,Manual,First Owner
Maruti 800 AC,1994,45000,2970,Manual,First Owner
Maruti 800 AC,2009,125000,8250,Manual,First Owner
Maruti 800 AC,2004,50000,3300,Manual,First Owner
Maruti 800 AC BSIII,2009,130000,8580,Manual,First Owner
Maruti 800 AC BSIII,2002,120000,7920,Manual,First Owner
Maruti 800 DX,1999,52000,3432,Manual,First Owner
Maruti 800 EX BSII,2003,55599,3670,Manual,First Owner
Maruti 800 Std,2012,150000,9900,Manual,First Owner
Maruti 800 Std,2006,81000,5346,Manual,First Owner
Maruti 800 Std,2001,39000,2574,Manual,First Owner
Maruti 800 Std,1995,55000,3630,Manual,First Owner
Maruti 800 Std,2007,45000,2970,Manual,First Owner
Maruti 800 Std,2003,45000,2970,Manual,First Owner
Maruti 800 Std BSIII,2004,65000,4290,Manual,First Owner
Maruti 800 Std BSIII,2002,40000,2640,Manual,First Owner
Maruti Alto 800 Base,2014,185000,12210,Manual,First Owner
Maruti Alto 800 Base,2016,220000,14520,Manual,First Owner
Maruti Alto 800 CNG LXI,2017,260000,17160,Manual,First Owner
Maruti Alto 800 LX,2013,200000,13200,Manual,First Owner
Maruti Alto 800 LX,2017,282000,18612,Manual,First Owner
Maruti Alto 800 LX,2016,290000,19140,Manual,First Owner
Maruti Alto 800 LX Optional,2017,250000,16500,Manual,First Owner
Maruti Alto 800 LXI,2017,275000,18150,Manual,First Owner
Maruti Alto 800 LXI,2018,270000,17820,Manual,First Owner
Maruti Alto 800 LXI,2015,245000,16170,Manual,First Owner
Maruti Alto 800 LXI,2014,250000,16500,Manual,First Owner
Maruti Alto 800 LXI,2013,200000,13200,Manual,First Owner
Maruti Alto 800 LXI,2012,254999,16830,Manual,First Owner
Maruti Alto 800 LXI,2020,350000,23100,Manual,First Owner
Maruti Alto 800 LXI Airbag,2015,250000,16500,Manual,First Owner
Maruti Alto 800 LXI Anniversary Edition,2014,240000,15840,Manual,First Owner
Maruti Alto 800 LXI BSIV,2016,275000,18150,Manual,First Owner
Maruti Alto 800 LXI CNG,2020,370000,24420,Manual,First Owner
Maruti Alto 800 LXI Optional,2017,316000,20856,Manual,First Owner
Maruti Alto 800 LXI Optional,2018,310000,20460,Manual,First Owner
Maruti Alto 800 VXI,2016,240000,15840,Manual,First Owner
Maruti Alto 800 VXI,2017,268000,17688,Manual,First Owner
Maruti Alto 800 VXI,2014,240000,15840,Manual,First Owner
Maruti Alto 800 VXI,2018,310000,20460,Manual,First Owner
Maruti Alto 800 VXI,2020,250999,16566,Manual,First Owner
Maruti Alto 800 VXI BSIV,2016,315000,20790,Manual,First Owner
Maruti Alto 800 VXI BSIV,2015,265000,17490,Manual,First Owner
Maruti Alto 800 VXI Optional,2017,330000,21780,Manual,First Owner
Maruti Alto 800 VXI Optional,2018,350000,23100,Manual,First Owner
Maruti Alto 800 VXI Plus,2020,370000,24420,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,210000,13860,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2013,240000,15840,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,250000,16500,Manual,First Owner
Maruti Alto K10 Knightracer,2012,260000,17160,Manual,First Owner
Maruti Alto K10 LX,2015,300000,19800,Manual,First Owner
Maruti Alto K10 LXI,2010,150000,9900,Manual,First Owner
Maruti Alto K10 LXI,2011,165000,10890,Manual,First Owner
Maruti Alto K10 LXI,2013,250000,16500,Manual,First Owner
Maruti Alto K10 LXI,2015,265000,17490,Manual,First Owner
Maruti Alto K10 LXI,2012,200000,13200,Manual,First Owner
Maruti Alto K10 LXI,2018,350000,23100,Manual,First Owner
Maruti Alto K10 LXI,2017,300000,19800,Manual,First Owner
Maruti Alto K10 LXI CNG,2019,430000,28380,Manual,First Owner
Maruti Alto K10 VXI,2018,390000,25740,Manual,First Owner
Maruti Alto K10 VXI,2011,175000,11550,Manual,First Owner
Maruti Alto K10 VXI,2017,300000,19800,Manual,First Owner
Maruti Alto K10 VXI,2016,300000,19800,Manual,First Owner
Maruti Alto K10 VXI,2015,250000,16500,Manual,First Owner
Maruti Alto K10 VXI,2019,360000,23760,Manual,First Owner
Maruti Alto K10 VXI,2020,390000,25740,Manual,First Owner
Maruti Alto K10 VXI AGS,2019,380000,25080,Automatic,First Owner
Maruti Alto K10 VXI AGS Optional,2017,400000,26400,Automatic,First Owner
Maruti Alto K10 VXI Airbag,2019,366000,24156,Manual,First Owner
Maruti Alto K10 VXI Airbag,2017,382000,25212,Manual,First Owner
Maruti Alto K10 VXI Optional,2019,399000,26334,Manual,First Owner
Maruti Alto LX,2009,120000,7920,Manual,First Owner
Maruti Alto LX,2006,100000,6600,Manual,First Owner
Maruti Alto LX,2012,225000,14850,Manual,First Owner
Maruti Alto LX,2007,135000,8910,Manual,First Owner
Maruti Alto LXI,2003,65000,4290,Manual,First Owner
Maruti Alto LXi BSIII,2006,160000,10560,Manual,First Owner
Maruti Alto LXi BSIII,2005,180000,11880,Manual,First Owner
Maruti Alto Std,2008,95000,6270,Manual,First Owner
Maruti A-Star Vxi,2012,275000,18150,Manual,First Owner
Maruti A-Star Vxi,2014,250000,16500,Manual,First Owner
Maruti Baleno Alpha,2016,600000,39600,Manual,First Owner
Maruti Baleno Alpha,2019,760000,50160,Manual,First Owner
Maruti Baleno Alpha,2020,749000,49434,Manual,First Owner
Maruti Baleno Alpha,2018,775000,51150,Manual,First Owner
Maruti Baleno Alpha 1.2,2016,660000,43560,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,700000,46200,Manual,First Owner
Maruti Baleno Alpha 1.2,2019,711000,46926,Manual,First Owner
Maruti Baleno Alpha 1.2,2017,580000,38280,Manual,First Owner
Maruti Baleno Alpha 1.2,2015,650000,42900,Manual,First Owner
Maruti Baleno Alpha 1.3,2018,740000,48840,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,735000,48510,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,710000,46860,Manual,First Owner
Maruti Baleno Alpha Automatic,2018,830000,54780,Automatic,First Owner
Maruti Baleno Alpha CVT,2017,750000,49500,Automatic,First Owner
Maruti Baleno Alpha Diesel,2018,750000,49500,Manual,First Owner
Maruti Baleno Delta,2020,630000,41580,Manual,First Owner
Maruti Baleno Delta,2017,570000,37620,Manual,First Owner
Maruti Baleno Delta 1.2,2016,575000,37950,Manual,First Owner
Maruti Baleno Delta 1.2,2019,650000,42900,Manual,First Owner
Maruti Baleno Delta 1.2,2018,575000,37950,Manual,First Owner
Maruti Baleno Delta 1.2,2015,585000,38610,Manual,First Owner
Maruti Baleno Delta 1.3,2016,700000,46200,Manual,First Owner
Maruti Baleno Delta 1.3,2015,590000,38940,Manual,First Owner
Maruti Baleno Delta 1.3,2018,600000,39600,Manual,First Owner
Maruti Baleno Delta 1.3,2017,600000,39600,Manual,First Owner
Maruti Baleno Delta Automatic,2019,685000,45210,Automatic,First Owner
Maruti Baleno Delta Diesel,2016,635000,41910,Manual,First Owner
Maruti Baleno RS 1.0 Petrol,2018,750000,49500,Manual,First Owner
Maruti Baleno RS 1.0 Petrol,2019,780000,51480,Manual,First Owner
Maruti Baleno Sigma,2019,556000,36696,Manual,First Owner
Maruti Baleno Sigma 1.2,2017,515000,33990,Manual,First Owner
Maruti Baleno Sigma 1.2,2019,500000,33000,Manual,First Owner
Maruti Baleno Sigma 1.3,2016,530000,34980,Manual,First Owner
Maruti Baleno Sigma 1.3,2015,562000,37092,Manual,First Owner
Maruti Baleno Sigma 1.3,2017,625000,41250,Manual,First Owner
Maruti Baleno Zeta,2019,675000,44550,Manual,First Owner
Maruti Baleno Zeta 1.2,2018,610000,40260,Manual,First Owner
Maruti Baleno Zeta 1.2,2017,630000,41580,Manual,First Owner
Maruti Baleno Zeta 1.3,2017,620000,40920,Manual,First Owner
Maruti Baleno Zeta 1.3,2016,700000,46200,Manual,First Owner
Maruti Baleno Zeta 1.3,2018,760000,50160,Manual,First Owner
Maruti Baleno Zeta Automatic,2016,650000,42900,Automatic,First Owner
Maruti Baleno Zeta Automatic,2019,675000,44550,Automatic,First Owner
Maruti Baleno Zeta Automatic,2018,740000,48840,Automatic,First Owner
Maruti Baleno Zeta Automatic,2017,745000,49170,Automatic,First Owner
Maruti Baleno Zeta Diesel,2017,752000,49632,Manual,First Owner
Maruti Celerio LDi,2016,285000,18810,Manual,First Owner
Maruti Celerio LDi,2015,400000,26400,Manual,First Owner
Maruti Celerio LXI,2017,351000,23166,Manual,First Owner
Maruti Celerio LXI,2014,300000,19800,Manual,First Owner
Maruti Celerio VDi,2016,375000,24750,Manual,First Owner
Maruti Celerio VXI,2020,475000,31350,Manual,First Owner
Maruti Celerio VXI,2014,320000,21120,Manual,First Owner
Maruti Celerio VXI,2016,395000,26070,Manual,First Owner
Maruti Celerio VXI,2019,484999,32010,Manual,First Owner
Maruti Celerio VXI,2017,430000,28380,Manual,First Owner
Maruti Celerio VXi AMT,2019,470000,31020,Automatic,First Owner
Maruti Celerio VXI AT,2015,411000,27126,Automatic,First Owner
Maruti Celerio VXI AT,2014,325000,21450,Automatic,First Owner
Maruti Celerio VXI MT BSIV,2018,385000,25410,Manual,First Owner
Maruti Celerio X VXI,2018,459999,30360,Manual,First Owner
Maruti Celerio X VXI Option BSIV,2017,395000,26070,Manual,First Owner
Maruti Celerio X ZXI BSIV,2019,500000,33000,Manual,First Owner
Maruti Celerio X ZXI Option BSIV,2017,400000,26400,Manual,First Owner
Maruti Celerio ZDi,2015,400000,26400,Manual,First Owner
Maruti Celerio ZXI,2014,385000,25410,Manual,First Owner
Maruti Celerio ZXI,2020,420000,27720,Manual,First Owner
Maruti Celerio ZXI,2015,400000,26400,Manual,First Owner
Maruti Celerio ZXI,2016,459999,30360,Manual,First Owner
Maruti Celerio ZXI AMT BSIV,2018,470000,31020,Automatic,First Owner
Maruti Celerio ZXI AT,2016,400000,26400,Automatic,First Owner
Maruti Celerio ZXI MT BSIV,2017,484999,32010,Manual,First Owner
Maruti Celerio ZXI Optional,2018,475000,31350,Manual,First Owner
Maruti Celerio ZXI Optional,2014,415000,27390,Manual,First Owner
Maruti Celerio ZXI Optional AMT BSIV,2016,434999,28710,Automatic,First Owner
Maruti Celerio ZXI Optional MT BSIV,2018,580000,38280,Manual,First Owner
Maruti Ciaz 1.3 Alpha,2017,800000,52800,Manual,First Owner
Maruti Ciaz 1.3 Alpha,2018,925000,61050,Manual,First Owner
Maruti Ciaz 1.3 Sigma,2018,750000,49500,Manual,First Owner
Maruti Ciaz 1.3 Zeta,2018,889000,58674,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2018,720000,47520,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2017,810000,53460,Manual,First Owner
Maruti Ciaz 1.4 Sigma,2018,750000,49500,Manual,First Owner
Maruti Ciaz Alpha Diesel,2018,1000000,66000,Manual,First Owner
Maruti Ciaz Alpha Diesel,2019,1025000,67650,Manual,First Owner
Maruti Ciaz AT ZXi,2015,685000,45210,Automatic,First Owner
Maruti Ciaz Delta Automatic BSIV,2019,1025000,67650,Automatic,First Owner
Maruti Ciaz RS ZDi Plus SHVS,2017,844999,55770,Manual,First Owner
Maruti Ciaz RS ZDi Plus SHVS,2016,750000,49500,Manual,First Owner
Maruti Ciaz RS ZXi Plus,2015,550000,36300,Manual,First Owner
Maruti Ciaz S 1.3,2018,1000000,66000,Manual,First Owner
Maruti Ciaz S 1.3,2017,810000,53460,Manual,First Owner
Maruti Ciaz VDi Option SHVS,2016,700000,46200,Manual,First Owner
Maruti Ciaz VDi Plus,2015,625000,41250,Manual,First Owner
Maruti Ciaz VDi Plus SHVS,2015,650000,42900,Manual,First Owner
Maruti Ciaz VDi Plus SHVS,2016,640000,42240,Manual,First Owner
Maruti Ciaz VDI SHVS,2016,620000,40920,Manual,First Owner
Maruti Ciaz VDI SHVS,2017,750000,49500,Manual,First Owner
Maruti Ciaz VXi Plus,2015,650000,42900,Manual,First Owner
Maruti Ciaz ZDi,2015,535000,35310,Manual,First Owner
Maruti Ciaz ZDi Plus,2015,600000,39600,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,2017,650000,42900,Manual,First Owner
Maruti Ciaz Zeta,2018,850000,56100,Manual,First Owner
Maruti Ciaz Zeta Diesel,2018,950000,62700,Manual,First Owner
Maruti Ciaz ZXi,2016,700000,46200,Manual,First Owner
Maruti Ciaz ZXi Plus,2015,610000,40260,Manual,First Owner
Maruti Dzire LXI,2020,550000,36300,Manual,First Owner
Maruti Dzire VXI,2020,580000,38280,Manual,First Owner
Maruti Dzire ZXI,2020,700000,46200,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2017,409999,27060,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2015,310000,20460,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2016,392000,25872,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2019,409999,27060,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2013,260000,17160,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2020,415000,27390,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2010,160000,10560,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2012,190000,12540,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2014,300000,19800,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2019,395000,26070,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2018,358000,23628,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2017,350000,23100,Manual,First Owner
Maruti Eeco CNG 5 Seater AC,2020,409999,27060,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,29700,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,24420,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,26334,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,14520,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2016,320000,21120,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,24750,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2015,380000,25080,Manual,First Owner
Maruti Eeco CNG HTR 5-STR,2014,300000,19800,Manual,First Owner
Maruti Eeco CNG HTR 5-STR,2017,390000,25740,Manual,First Owner
Maruti Eeco CNG HTR 5-STR,2016,330000,21780,Manual,First Owner
Maruti Ertiga 1.5 VDI,2018,850000,56100,Manual,First Owner
Maruti Ertiga 1.5 ZDI,2014,700000,46200,Manual,First Owner
Maruti Ertiga BSIV LXI,2017,600000,39600,Manual,First Owner
Maruti Ertiga BSIV VXI,2017,700000,46200,Manual,First Owner
Maruti Ertiga BSIV ZXI Plus,2016,850000,56100,Manual,First Owner
Maruti Ertiga LDI,2012,400000,26400,Manual,First Owner
Maruti Ertiga LDI Option,2013,650000,42900,Manual,First Owner
Maruti Ertiga LXI,2015,599000,39534,Manual,First Owner
Maruti Ertiga LXI,2013,430000,28380,Manual,First Owner
Maruti Ertiga SHVS VDI,2017,720000,47520,Manual,First Owner
Maruti Ertiga SHVS VDI,2018,955000,63030,Manual,First Owner
Maruti Ertiga SHVS VDI,2015,780000,51480,Manual,First Owner
Maruti Ertiga SHVS VDI,2019,925000,61050,Manual,First Owner
Maruti Ertiga SHVS ZDI,2016,750000,49500,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2016,1000000,66000,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,750000,49500,Manual,First Owner
Maruti Ertiga VDI,2017,725000,47850,Manual,First Owner
Maruti Ertiga VXI,2014,610000,40260,Manual,First Owner
Maruti Ertiga VXI,2012,560000,36960,Manual,First Owner
Maruti Ertiga VXI CNG Limited Edition,2014,545000,35970,Manual,First Owner
Maruti Ertiga VXI Petrol,2018,700000,46200,Manual,First Owner
Maruti Ertiga ZDI,2014,560000,36960,Manual,First Owner
Maruti Ertiga ZDI,2015,650000,42900,Manual,First Owner
Maruti Ertiga ZDI,2016,725000,47850,Manual,First Owner
Maruti Ertiga ZDI Plus,2017,825000,54450,Manual,First Owner
Maruti Ertiga ZDI Plus,2018,1050000,69300,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,1050000,69300,Manual,First Owner
Maruti Ertiga ZXI,2014,599000,39534,Manual,First Owner
Maruti Ertiga ZXI,2013,500000,33000,Manual,First Owner
Maruti Ertiga ZXI,2015,700000,46200,Manual,First Owner
Maruti Ertiga ZXI Plus Petrol,2018,900000,59400,Manual,First Owner
Maruti Esteem DI,2003,70000,4620,Manual,First Owner
Maruti Estilo LXI,2010,160000,10560,Manual,First Owner
Maruti Gypsy King Soft Top MPI BSIV,2019,750000,49500,Manual,First Owner
Maruti Gypsy King Soft Top MPI BSIV,2017,500000,33000,Manual,First Owner
Maruti Gypsy King Soft Top MPI BSIV,2002,350000,23100,Manual,First Owner
Maruti Gypsy King ST BSIII,2010,350000,23100,Manual,First Owner
Maruti Ignis 1.2 Alpha BSIV,2017,620000,40920,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,32340,Automatic,First Owner
Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,34650,Automatic,First Owner
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,40920,Automatic,First Owner
Maruti Ignis 1.2 Delta BSIV,2018,480000,31680,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2019,500000,33000,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2017,370000,24420,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2019,577000,38082,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2018,575000,37950,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2017,484999,32010,Manual,First Owner
Maruti Ignis 1.3 Alpha,2017,500000,33000,Manual,First Owner
Maruti Ignis 1.3 AMT Zeta,2017,625000,41250,Automatic,First Owner
Maruti Ignis Zeta,2017,525000,34650,Manual,First Owner
Maruti Ignis Zeta AMT,2020,600000,39600,Automatic,First Owner
Maruti Omni 5 Str STD,1998,80000,5280,Manual,First Owner
Maruti Omni 8 Seater BSIV,2017,280000,18480,Manual,First Owner
Maruti Omni E 8 Str STD,2016,220000,14520,Manual,First Owner
Maruti Omni E 8 Str STD,2009,120000,7920,Manual,First Owner
Maruti Omni E MPI STD BS IV,2018,254999,16830,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,220000,14520,Manual,First Owner
Maruti Omni E MPI STD BS IV,2017,220000,14520,Manual,First Owner
Maruti Omni E MPI STD BS IV,2014,155000,10230,Manual,First Owner
Maruti Omni Limited Edition,2013,150000,9900,Manual,First Owner
Maruti Omni MPI CARGO BSIV,2017,200000,13200,Manual,First Owner
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,7260,Manual,First Owner
Maruti Omni MPI STD BSIV,2013,166000,10956,Manual,First Owner
Maruti Omni MPI STD BSIV,2014,260000,17160,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,240000,15840,Manual,First Owner
Maruti Ritz LDi,2013,245000,16170,Manual,First Owner
Maruti Ritz LXI,2011,215000,14190,Manual,First Owner
Maruti Ritz VDi,2010,220000,14520,Manual,First Owner
Maruti Ritz VDi,2012,280000,18480,Manual,First Owner
Maruti Ritz VDi,2015,350000,23100,Manual,First Owner
Maruti Ritz VDi,2016,475000,31350,Manual,First Owner
Maruti Ritz VDi ABS,2009,200000,13200,Manual,First Owner
Maruti Ritz VXI,2010,220000,14520,Manual,First Owner
Maruti Ritz VXi,2011,229999,15180,Manual,First Owner
Maruti Ritz VXi,2015,350000,23100,Manual,First Owner
Maruti Ritz VXi,2014,350000,23100,Manual,First Owner
Maruti Ritz VXi,2009,200000,13200,Manual,First Owner
Maruti Ritz VXi,2013,340000,22440,Manual,First Owner
Maruti Ritz VXi,2012,320000,21120,Manual,First Owner
Maruti Ritz VXi (ABS) BS IV,2011,190000,12540,Manual,First Owner
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,67980,Manual,First Owner
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,45540,Manual,First Owner
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,900000,59400,Manual,First Owner
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,62700,Manual,First Owner
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,49500,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,62700,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,930000,61380,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,52800,Manual,First Owner
Maruti S-Presso VXI AT,2019,475000,31350,Automatic,First Owner
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,24750,Manual,First Owner
Maruti Swift 1.3 VXi,2009,220000,14520,Manual,First Owner
Maruti Swift 1.3 ZXI,2008,200000,13200,Manual,First Owner
Maruti Swift 1.3 ZXI,2011,320000,21120,Manual,First Owner
Maruti Swift AMT VDI,2018,790000,52140,Automatic,First Owner
Maruti Swift AMT VVT VXI,2019,650000,42900,Automatic,First Owner
Maruti Swift AMT VXI,2019,610000,40260,Automatic,First Owner
Maruti Swift AMT VXI,2018,500000,33000,Automatic,First Owner
Maruti Swift AMT VXI,2020,654000,43164,Automatic,First Owner
Maruti Swift AMT ZDI,2019,740000,48840,Automatic,First Owner
Maruti Swift AMT ZDI,2018,670000,44220,Automatic,First Owner
Maruti Swift AMT ZXI,2018,600000,39600,Automatic,First Owner
Maruti Swift AMT ZXI,2019,650000,42900,Automatic,First Owner
Maruti Swift AMT ZXI BSIV,2018,640000,42240,Automatic,First Owner
Maruti Swift AMT ZXI Plus BSIV,2019,700000,46200,Automatic,First Owner
Maruti Swift DDiS LDI,2017,500000,33000,Manual,First Owner
Maruti Swift DDiS VDI,2017,610000,40260,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,29700,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,13860,Manual,First Owner
Maruti Swift Dzire AMT VDI,2017,750000,49500,Automatic,First Owner
Maruti Swift Dzire AMT VDI,2019,825000,54450,Automatic,First Owner
Maruti Swift Dzire AMT VXI,2019,600000,39600,Automatic,First Owner
Maruti Swift Dzire AMT VXI,2017,600000,39600,Automatic,First Owner
Maruti Swift Dzire AMT VXI,2018,680000,44880,Automatic,First Owner
Maruti Swift Dzire AMT VXI BS IV,2018,700000,46200,Automatic,First Owner
Maruti Swift Dzire AMT VXI BS IV,2019,700000,46200,Automatic,First Owner
Maruti Swift Dzire AMT ZDI,2017,700000,46200,Automatic,First Owner
Maruti Swift Dzire AMT ZDI Plus,2018,698000,46068,Automatic,First Owner
Maruti Swift Dzire AMT ZDI Plus,2017,875000,57750,Automatic,First Owner
Maruti Swift Dzire AMT ZXI,2017,725000,47850,Automatic,First Owner
Maruti Swift Dzire AMT ZXI Plus,2019,750000,49500,Automatic,First Owner
Maruti Swift Dzire LDI,2016,600000,39600,Manual,First Owner
Maruti Swift Dzire LDi,2012,310000,20460,Manual,First Owner
Maruti Swift Dzire LDI,2015,370000,24420,Manual,First Owner
Maruti Swift Dzire LDI,2018,650000,42900,Manual,First Owner
Maruti Swift Dzire LDI,2013,525000,34650,Manual,First Owner
Maruti Swift Dzire LDI,2017,455000,30030,Manual,First Owner
Maruti Swift Dzire LDI,2019,558000,36828,Manual,First Owner
Maruti Swift Dzire LDI Optional,2015,459999,30360,Manual,First Owner
Maruti Swift Dzire LXI,2018,611000,40326,Manual,First Owner
Maruti Swift Dzire LXI,2017,480000,31680,Manual,First Owner
Maruti Swift Dzire LXI 1.2 BS IV,2018,550000,36300,Manual,First Owner
Maruti Swift Dzire Tour LDI,2017,520000,34320,Manual,First Owner
Maruti Swift Dzire Tour LDI,2013,300000,19800,Manual,First Owner
